['20200304-091940'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209ura-2\\1209_1831_W57531--132203898714390000.vl'],['total=4260511744'],[' available=1503162368'],[' percent=64.7'],[' used=2757349376'],[' free=1503162368']
['20200304-091948'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209ura-2\\1209_1832_W57530--132203899461940000.vl'],['total=4260511744'],[' available=1527648256'],[' percent=64.1'],[' used=2732863488'],[' free=1527648256']
['20200304-091956'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209ura-2\\1209_1833_W57533--132203900278370000.vl'],['total=4260511744'],[' available=1504747520'],[' percent=64.7'],[' used=2755764224'],[' free=1504747520']
['20200304-092002'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209ura-3\\1209_1835_W57578--132203901234480000.vl'],['total=4260511744'],[' available=1534029824'],[' percent=64.0'],[' used=2726481920'],[' free=1534029824']
['20200304-092008'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209ura-3\\1209_1837_W55955--132203902233800000.vl'],['total=4260511744'],[' available=1527156736'],[' percent=64.2'],[' used=2733355008'],[' free=1527156736']
['20200304-092014'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209ura-3\\1209_1837_W57532--132203902759620000.vl'],['total=4260511744'],[' available=1528176640'],[' percent=64.1'],[' used=2732335104'],[' free=1528176640']
['20200304-092020'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209ura-3\\1209_1839_W55965--132203903567500000.vl'],['total=4260511744'],[' available=1506926592'],[' percent=64.6'],[' used=2753585152'],[' free=1506926592']
['20200304-092026'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\tail detect error-1\\case1\\1216_1730_W62265--132209910000540000.vl'],['total=4260511744'],[' available=1522073600'],[' percent=64.3'],[' used=2738438144'],[' free=1522073600']
['20200304-092032'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\tail detect error-1\\case1\\1216_1732_W62623--132209911560150000.vl'],['total=4260511744'],[' available=1527123968'],[' percent=64.2'],[' used=2733387776'],[' free=1527123968']
['20200304-092038'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\tail detect error-1\\case1\\1216_1734_W62621--132209912914350000.vl'],['total=4260511744'],[' available=1613946880'],[' percent=62.1'],[' used=2646564864'],[' free=1613946880']
['20200304-092044'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\tail detect error-1\\case1\\1216_1737_W62614--132209914283360000.vl'],['total=4260511744'],[' available=1520820224'],[' percent=64.3'],[' used=2739691520'],[' free=1520820224']
['20200304-092050'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\tail detect error-2\\case2\\1207_0041_W54870--132201528613720000.vl'],['total=4260511744'],[' available=1511813120'],[' percent=64.5'],[' used=2748698624'],[' free=1511813120']
['20200304-092056'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\tail detect error-2\\case2\\1207_0042_W54867--132201529336940000.vl'],['total=4260511744'],[' available=1515642880'],[' percent=64.4'],[' used=2744868864'],[' free=1515642880']
['20200304-092102'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\tail detect error-2\\case2\\1207_0043_W53778--132201529944050000.vl'],['total=4260511744'],[' available=1524670464'],[' percent=64.2'],[' used=2735841280'],[' free=1524670464']
['20200304-092109'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209omote-1\\1209_1817_W55944--132203890352100000.vl'],['total=4260511744'],[' available=1487212544'],[' percent=65.1'],[' used=2773299200'],[' free=1487212544']
['20200304-092116'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209omote-1\\1209_1818_W57527--132203891077690000.vl'],['total=4260511744'],[' available=1508048896'],[' percent=64.6'],[' used=2752462848'],[' free=1508048896']
['20200304-092122'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209omote-1\\1209_1820_W55945--132203892250110000.vl'],['total=4260511744'],[' available=1519673344'],[' percent=64.3'],[' used=2740838400'],[' free=1519673344']
['20200304-092128'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209omote-1\\1209_1821_W55946--132203893105650000.vl'],['total=4260511744'],[' available=1495777280'],[' percent=64.9'],[' used=2764734464'],[' free=1495777280']
['20200304-092134'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209omote-1\\1209_1822_W57529--132203893782250000.vl'],['total=4260511744'],[' available=1516896256'],[' percent=64.4'],[' used=2743615488'],[' free=1516896256']
['20200304-092140'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209omote-2\\1209_1825_W55949--132203895086640000.vl'],['total=4260511744'],[' available=1575292928'],[' percent=63.0'],[' used=2685218816'],[' free=1575292928']
['20200304-092146'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209omote-2\\1209_1826_W55951--132203895756740000.vl'],['total=4260511744'],[' available=1520058368'],[' percent=64.3'],[' used=2740453376'],[' free=1520058368']
['20200304-092152'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209omote-2\\1209_1827_W57531--132203896447660000.vl'],['total=4260511744'],[' available=1516400640'],[' percent=64.4'],[' used=2744111104'],[' free=1516400640']
['20200304-092158'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209omote-2\\1209_1828_W57530--132203897195240000.vl'],['total=4260511744'],[' available=1524453376'],[' percent=64.2'],[' used=2736058368'],[' free=1524453376']
['20200304-092204'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209omote-2\\1209_1830_W57533--132203898014620000.vl'],['total=4260511744'],[' available=1529253888'],[' percent=64.1'],[' used=2731257856'],[' free=1529253888']
['20200304-092210'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209omote-3\\1209_1831_W57578--132203898967470000.vl'],['total=4260511744'],[' available=1537507328'],[' percent=63.9'],[' used=2723004416'],[' free=1537507328']
['20200304-092216'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209omote-3\\1209_1833_W55955--132203899964790000.vl'],['total=4260511744'],[' available=1537536000'],[' percent=63.9'],[' used=2722975744'],[' free=1537536000']
['20200304-092222'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209omote-3\\1209_1834_W57532--132203900490110000.vl'],['total=4260511744'],[' available=1535864832'],[' percent=64.0'],[' used=2724646912'],[' free=1535864832']
['20200304-092228'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209omote-3\\1209_1835_W55965--132203901300660000.vl'],['total=4260511744'],[' available=1525030912'],[' percent=64.2'],[' used=2735480832'],[' free=1525030912']
['20200304-092234'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209ura-1\\1209_1821_W55944--132203892616860000.vl'],['total=4260511744'],[' available=1547395072'],[' percent=63.7'],[' used=2713116672'],[' free=1547395072']
['20200304-092240'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209ura-1\\1209_1822_W57527--132203893346940000.vl'],['total=4260511744'],[' available=1591115776'],[' percent=62.7'],[' used=2669395968'],[' free=1591115776']
['20200304-092246'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209ura-1\\1209_1824_W55945--132203894519520000.vl'],['total=4260511744'],[' available=1514577920'],[' percent=64.5'],[' used=2745933824'],[' free=1514577920']
['20200304-092252'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209ura-1\\1209_1825_W55946--132203895375060000.vl'],['total=4260511744'],[' available=1518620672'],[' percent=64.4'],[' used=2741891072'],[' free=1518620672']
['20200304-092258'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209ura-1\\1209_1826_W57529--132203896048830000.vl'],['total=4260511744'],[' available=1530392576'],[' percent=64.1'],[' used=2730119168'],[' free=1530392576']
['20200304-092304'],['C:/Users/test-1/Desktop/191219_JFE提供データ\\20191209ura-2\\1209_1828_W55949--132203897350360000.vl'],['total=4260511744'],[' available=1531940864'],[' percent=64.0'],[' used=2728570880'],[' free=1531940864']
